CellNum	Stage	Mother/daughter	mtDNA rep observed	LifFile	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Min	Max	X	Y	XM	YM	IntDen	Median	RawIntDen
129	A	M	0	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	248.077	90.448	56.513	8	255	68.491	149.741	68.446	148.836	22438.16	77	156385
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	248.077	29.426	12.091	9	84	69.249	148.983	69.242	148.995	7299.845	28	50877
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	26.687	181.968	43.348	89	255	70.07	146.733	70.05	146.589	4856.233	183	33846
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	26.687	39.167	12.091	17	84	70.07	146.733	70.1	146.823	1045.254	37	7285
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	8.322	71.103	19.202	39	113	71.055	152.991	71.005	152.979	591.713	73	4124
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	8.322	34.586	10.876	17	72	71.055	152.991	71.06	152.974	287.821	33	2006
129	A	D	0	Control_060818	2	1	0	cell	DAPI	8	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	160.985	84.293	55.974	8	255	61.664	133.912	61.653	134.633	13569.932	70	94577
				Control_060818	2	1	0	cell	EdU	9	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	160.985	29.367	12.006	9	81	62.422	132.396	62.451	132.332	4727.674	28	32950
				Control_060818	2	1	0	nuclei	DAPI	10	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	16.213	172.779	51.2	72	255	62.327	137.036	62.463	137.19	2801.309	172	19524
				Control_060818	2	1	0	nuclei	EdU	11	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	16.213	28.823	10.562	10	62	62.327	137.036	62.367	136.845	467.315	29	3257
				Control_060818	2	1	0	cytoplasm	DAPI	12	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	3.73	60.308	19.133	34	91	62.733	129.487	62.767	129.594	224.977	67	1568
				Control_060818	2	1	0	cytoplasm	EdU	13	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	3.73	39.462	12.173	20	66	62.733	129.487	62.711	129.468	147.211	40	1026
130	T	M	1	Control_060818	2	1	0	cell	DAPI	14	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	184.372	99.149	68.497	8	255	78.46	228.102	77.153	228.599	18280.246	78	127406
				Control_060818	2	1	0	cell	EdU	15	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	184.372	31.651	13.413	9	83	78.839	227.344	78.959	227.126	5835.486	30	40671
				Control_060818	2	1	0	nuclei	DAPI	16	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	18.222	241.213	31.418	66	255	74.468	229.541	74.486	229.536	4395.374	255	30634
				Control_060818	2	1	0	nuclei	EdU	17	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	18.222	34.835	14.771	9	69	74.846	229.162	75.14	228.937	634.757	35	4424
				Control_060818	2	1	0	cytoplasm	DAPI	18	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	5.596	73.538	24.211	27	121	80.784	226.335	80.678	226.359	411.501	71	2868
				Control_060818	2	1	0	cytoplasm	EdU	19	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	5.596	39.205	8.275	23	55	80.784	226.335	80.796	226.302	219.381	40	1529
130	T	D	1	Control_060818	2	1	0	cell	DAPI	20	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	170.311	92.806	65.066	8	255	90.504	216.527	90.701	216.692	15805.929	74	110161
				Control_060818	2	1	0	cell	EdU	21	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	170.311	32.429	13.69	9	81	90.504	216.149	90.483	216.127	5522.986	30	38493
				Control_060818	2	1	0	nuclei	DAPI	22	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	20.231	209.851	42.943	110	255	92.315	215.169	92.225	215.167	4245.437	221	29589
				Control_060818	2	1	0	nuclei	EdU	23	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	20.231	43.44	13.661	16	81	92.315	215.169	92.234	215.164	878.817	43	6125
				Control_060818	2	1	0	cytoplasm	DAPI	24	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	2.152	78.733	19.97	38	109	92.386	220.492	92.369	220.477	169.45	77	1181
				Control_060818	2	1	0	cytoplasm	EdU	25	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	2.152	31.2	9.275	21	51	92.386	220.492	92.342	220.467	67.149	29	468
131	G1	M	1	Control_060818	2	1	0	cell	DAPI	26	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	223.255	105.956	67.811	8	255	66.029	114.179	65.595	115.436	23655.16	85	164867
				Control_060818	2	1	0	cell	EdU	27	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	223.255	37.351	14.218	9	96	66.408	113.042	66.646	112.865	8338.786	36	58118
				Control_060818	2	1	0	nuclei	DAPI	28	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	28.553	227.482	39.954	100	255	63.396	117.901	63.509	117.891	6495.208	251	45269
				Control_060818	2	1	0	nuclei	EdU	29	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	28.553	39.015	14.953	9	96	63.774	117.143	64.027	117.008	1113.981	38	7764
				Control_060818	2	1	0	cytoplasm	DAPI	30	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	6.457	78.733	27.592	37	156	69.836	112.42	69.783	112.412	508.351	73	3543
				Control_060818	2	1	0	cytoplasm	EdU	31	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	6.457	38.044	10.331	20	59	69.836	112.42	69.889	112.485	245.638	37	1712
132	eG1	M	1	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	318.526	108.218	67.219	8	255	136.066	227.265	135.169	226.777	34470.414	92	240245
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	318.526	38.531	15.452	8	93	136.444	226.507	136.444	225.985	12273.014	37	85538
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	25.109	237.811	29.342	97	255	132.094	224.469	132.161	224.469	5971.218	255	41617
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	25.109	52.194	14.983	17	93	132.094	224.469	132.216	224.488	1310.549	52	9134
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	8.609	84.633	25.632	43	153	141.723	229.059	141.641	229.063	728.593	84	5078
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	8.609	41.867	11.9	16	71	141.723	229.059	141.621	229.066	360.422	41	2512
132	eG1	D	1	Control_060818	2	1	0	cell	DAPI	8	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	163.281	105.294	65.477	8	255	123.705	242.762	123.075	242.841	17192.522	85	119825
				Control_060818	2	1	0	cell	EdU	9	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	163.281	27.215	11.159	8	78	124.842	242.005	124.77	241.833	4443.727	26	30971
				Control_060818	2	1	0	nuclei	DAPI	10	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	15.065	238.733	28.682	106	255	121.106	242.7	121.07	242.735	3596.62	255	25067
				Control_060818	2	1	0	nuclei	EdU	11	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	15.065	30.705	11.458	9	61	121.863	241.943	121.913	241.783	462.58	29	3224
				Control_060818	2	1	0	cytoplasm	DAPI	12	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	2.87	100.85	33.912	43	176	123.958	245.682	123.888	245.66	289.4	101	2017
				Control_060818	2	1	0	cytoplasm	EdU	13	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	2.87	32.15	11.541	13	48	123.958	245.682	123.911	245.741	92.258	35	643
133	G1	M	1	Control_060818	2	1	0	cell	DAPI	14	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	170.742	133.297	73.421	8	255	155.765	316.663	155.645	316.297	22759.269	119	158623
				Control_060818	2	1	0	cell	EdU	15	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	170.742	35.071	14.947	8	88	156.143	315.905	156.513	315.532	5988.005	35	41734
				Control_060818	2	1	0	nuclei	DAPI	16	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	27.692	240.995	27.722	120	255	154.627	313.814	154.632	313.843	6673.554	255	46512
				Control_060818	2	1	0	nuclei	EdU	17	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	27.692	44.311	12.049	17	86	155.006	312.678	155.068	312.748	1227.043	43	8552
				Control_060818	2	1	0	cytoplasm	DAPI	18	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	4.161	94.276	27.523	53	163	160.782	317.17	160.755	317.195	392.275	92	2734
				Control_060818	2	1	0	cytoplasm	EdU	19	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	4.161	31.172	11.619	17	56	161.161	316.791	161.166	316.783	129.706	28	904
134	G1	M	1	Control_060818	2	1	0	cell	DAPI	20	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	277.921	116.781	70.627	8	255	142.167	325.624	141.562	326.728	32455.952	99	226205
				Control_060818	2	1	0	cell	EdU	21	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	277.921	37.186	15.431	8	95	142.924	324.109	142.762	324.492	10334.883	36	72030
				Control_060818	2	1	0	nuclei	DAPI	22	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	26.257	247.809	20.834	129	255	141.291	331.432	141.231	331.445	6506.686	255	45349
				Control_060818	2	1	0	nuclei	EdU	23	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	26.257	48.082	13.42	20	92	142.049	330.296	142.117	330.178	1262.483	47	8799
				Control_060818	2	1	0	cytoplasm	DAPI	24	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:1	5.739	83.25	20.329	38	140	145.871	321.941	145.861	321.947	477.789	82	3330
				Control_060818	2	1	0	cytoplasm	EdU	25	MAX_Control no EdU.lif - Series006_w_nums_fluor.jpg:2	5.739	43	12.467	19	70	146.629	320.426	146.597	320.394	246.786	44	1720
135	A	M	0	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	7.433	105.2	76.952	8	255	30.061	32.762	29.928	33.055	781.962	77	261211
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	7.433	28.953	11.776	8	80	30.225	32.544	30.224	32.563	215.213	27	71891
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	1.063	242.834	30.841	81	255	29.792	33.379	29.773	33.383	258.066	255	86206
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	1.063	37.38	11.04	14	76	29.901	33.16	29.918	33.153	39.725	36	13270
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.165	79.436	26.039	37	147	31.065	32.947	31.057	32.942	13.079	80	4369
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.165	31.273	12.797	8	62	31.229	32.674	31.214	32.673	5.149	30	1720
135	A	D	0	Control_060818	2	1	0	cell	DAPI	8	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	5.7	119.991	83.734	8	255	30.94	35.801	31.003	35.7	683.924	88	228462
				Control_060818	2	1	0	cell	EdU	9	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	5.7	30.449	11.894	9	79	31.159	35.582	31.186	35.563	173.554	29	57975
				Control_060818	2	1	0	nuclei	DAPI	10	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	1.009	249.021	18.983	95	255	31.05	35.42	31.05	35.42	251.223	255	83920
				Control_060818	2	1	0	nuclei	EdU	11	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	1.009	38.196	10.689	15	79	31.214	35.146	31.213	35.151	38.534	37	12872
				Control_060818	2	1	0	cytoplasm	DAPI	12	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.099	62	28.105	11	127	31.922	35.807	31.914	35.807	6.125	63	2046
				Control_060818	2	1	0	cytoplasm	EdU	13	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.099	30.788	10.222	11	45	32.032	35.643	32.034	35.649	3.041	31	1016
136	G1	M	1	Control_060818	2	1	0	cell	DAPI	14	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	9.966	97.855	74.39	8	255	29.01	29.916	29.024	30.038	975.196	73	325760
				Control_060818	2	1	0	cell	EdU	15	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	9.966	34.87	14.643	8	103	29.065	29.643	29.109	29.652	347.503	34	116082
				Control_060818	2	1	0	nuclei	DAPI	16	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	1.272	249.294	16.758	133	255	29.162	30.162	29.165	30.163	317.172	255	105950
				Control_060818	2	1	0	nuclei	EdU	17	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	1.272	50.871	12.713	21	96	29.162	29.943	29.165	29.939	64.722	50	21620
				Control_060818	2	1	0	cytoplasm	DAPI	18	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.207	79.406	22.212	41	144	27.771	29.84	27.775	29.838	16.402	76	5479
				Control_060818	2	1	0	cytoplasm	EdU	19	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.207	33.87	8.532	18	63	27.826	29.457	27.837	29.455	6.996	33	2337
137	G1	M	1	Control_060818	2	1	0	cell	DAPI	20	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	12.899	89.854	62.199	8	255	33.187	29.424	32.956	29.359	1159.063	71	387180
				Control_060818	2	1	0	cell	EdU	21	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	12.899	35.898	13.895	8	96	33.351	29.096	33.349	29.044	463.068	35	154686
				Control_060818	2	1	0	nuclei	DAPI	22	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.979	230.003	35.989	84	255	32.519	29	32.517	29.019	225.152	252	75211
				Control_060818	2	1	0	nuclei	EdU	23	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.979	47.15	12.591	21	89	32.683	28.617	32.678	28.633	46.155	46	15418
				Control_060818	2	1	0	cytoplasm	DAPI	24	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.332	65.649	22.047	25	150	34.597	29.801	34.594	29.804	21.814	63	7287
				Control_060818	2	1	0	cytoplasm	EdU	25	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.332	35.297	9.268	17	55	34.761	29.363	34.765	29.363	11.729	35	3918
138	G1	M	1	Control_060818	2	1	0	cell	DAPI	26	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	12.456	67.8	53.134	8	255	51.775	20.205	51.605	20.439	844.543	54	282116
				Control_060818	2	1	0	cell	EdU	27	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	12.456	22.68	10.767	8	93	51.775	20.205	51.791	20.146	282.506	21	94370
				Control_060818	2	1	0	nuclei	DAPI	28	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.853	161.032	43.089	53	255	51.459	21.203	51.454	21.197	137.388	161	45894
				Control_060818	2	1	0	nuclei	EdU	29	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.853	31.253	10.996	9	93	51.568	20.984	51.574	20.955	26.664	31	8907
				Control_060818	2	1	0	cytoplasm	DAPI	30	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.141	80.362	31.102	24	166	52.661	20.561	52.652	20.558	11.307	75	3777
				Control_060818	2	1	0	cytoplasm	EdU	31	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.141	26.957	8.317	12	52	52.77	20.233	52.778	20.229	3.793	26	1267
139	G1	M	1	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	13.98	99.091	69.125	8	255	43.355	3.612	43.38	3.852	1385.301	80	462754
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	13.98	30.031	12.62	8	94	43.519	3.339	43.592	3.369	419.835	29	140244
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	1.218	241.676	30.722	62	255	43.369	4.93	43.36	4.912	294.457	255	98362
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	1.218	39.816	12.322	16	94	43.587	4.547	43.592	4.522	48.511	38	16205
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.174	65.103	21.699	25	129	42.432	2.968	42.431	2.967	11.304	68	3776
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.174	28.155	6.988	18	48	42.65	2.639	42.646	2.639	4.889	27	1633
140	G1	M	0	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	9.379	107.197	76.015	8	255	46.534	1.611	46.484	1.553	1005.395	85	335848
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	9.28	28.691	12.081	8	84	46.81	1.462	46.768	1.381	266.254	27	88941
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	1.063	243.454	24.766	126	255	46.192	1.029	46.202	1.032	258.725	255	86426
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	1.063	39.223	11.253	16	84	46.356	0.701	46.363	0.717	41.683	38	13924
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.15	80.1	25.144	37	155	47.584	1.766	47.569	1.762	11.989	77	4005
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.15	27.82	8.395	9	51	47.802	1.547	47.793	1.543	4.164	28	1391
141	G1	M	1	Control_060818	2	1	0	cell	DAPI	8	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	14.217	78.192	59.765	8	255	10.655	15.289	10.368	15.612	1111.62	63	371332
				Control_060818	2	1	0	cell	EdU	9	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	14.217	31.279	13.445	9	104	10.82	15.07	10.753	15.155	444.676	30	148542
				Control_060818	2	1	0	nuclei	DAPI	10	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.751	227.231	32.601	106	255	9.871	16.363	9.869	16.359	170.74	239	57035
				Control_060818	2	1	0	nuclei	EdU	11	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.751	41.032	11.219	16	81	9.98	16.035	9.995	16.015	30.831	40	10299
				Control_060818	2	1	0	cytoplasm	DAPI	12	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.219	74.685	22.219	28	128	11.364	16.268	11.356	16.272	16.321	74	5452
				Control_060818	2	1	0	cytoplasm	EdU	13	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.219	38.356	10.389	16	60	11.528	15.94	11.525	15.935	8.382	38	2800
142	G1	M	1	Control_060818	2	1	0	cell	DAPI	14	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	11.753	81.528	69.308	8	255	6.862	17.158	6.873	17.258	958.192	57	320080
				Control_060818	2	1	0	cell	EdU	15	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	11.753	29.883	13.825	9	93	6.971	17.049	6.998	17.04	351.212	28	117321
				Control_060818	2	1	0	nuclei	DAPI	16	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.862	238.764	30.943	111	255	7.38	17.11	7.377	17.112	205.852	255	68764
				Control_060818	2	1	0	nuclei	EdU	17	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.862	44.632	10.809	21	84	7.434	16.836	7.434	16.845	38.48	44	12854
				Control_060818	2	1	0	cytoplasm	DAPI	18	MAX_Control no EdU.lif - Series008_w_fluor.jpg:1	0.183	63.344	20.491	26	123	6.199	18.526	6.203	18.518	11.567	64	3864
				Control_060818	2	1	0	cytoplasm	EdU	19	MAX_Control no EdU.lif - Series008_w_fluor.jpg:2	0.183	32.311	10.728	12	65	6.254	18.252	6.256	18.237	5.9	31	1971
143	G1	M	1	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series010_w_nums.tif:1	11.586	72.564	52.553	8	255	12.222	9.99	12.31	9.757	840.732	55	861039
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series010_w_nums.tif:2	11.586	25.162	9.106	8	75	12.315	9.677	12.382	9.589	291.533	24	298575
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series010_w_nums.tif:1	0.929	185.685	48.059	54	255	12.595	8.957	12.542	8.935	172.421	189	176586
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series010_w_nums.tif:2	0.929	32.938	9.585	9	75	12.626	8.676	12.629	8.677	30.585	32	31324
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series010_w_nums.tif:1	0.27	57.762	21.503	17	146	11.515	9.665	11.526	9.663	15.623	53	16000
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series010_w_nums.tif:2	0.27	25.596	8.651	8	54	11.578	9.258	11.581	9.254	6.923	25	7090
144	G1	M	1	Control_060818	2	1	0	cell	DAPI	8	MAX_Control no EdU.lif - Series010_w_nums.tif:1	13.34	95.387	65.647	8	255	28.051	17.541	27.966	17.439	1272.446	79	1303181
				Control_060818	2	1	0	cell	EdU	9	MAX_Control no EdU.lif - Series010_w_nums.tif:2	13.34	25.649	10.723	8	81	28.145	17.072	28.148	17.034	342.157	24	350422
				Control_060818	2	1	0	nuclei	DAPI	10	MAX_Control no EdU.lif - Series010_w_nums.tif:1	0.822	246.179	19.418	139	255	27.66	17.254	27.659	17.251	202.394	255	207283
				Control_060818	2	1	0	nuclei	EdU	11	MAX_Control no EdU.lif - Series010_w_nums.tif:2	0.822	33.1	10.192	11	80	27.691	16.91	27.701	16.912	27.213	32	27870
				Control_060818	2	1	0	cytoplasm	DAPI	12	MAX_Control no EdU.lif - Series010_w_nums.tif:1	0.226	73.351	24.235	22	143	26.674	16.786	26.685	16.795	16.544	71	16944
				Control_060818	2	1	0	cytoplasm	EdU	13	MAX_Control no EdU.lif - Series010_w_nums.tif:2	0.226	26.667	8.667	9	58	26.799	16.442	26.813	16.447	6.015	26	6160
145	T	M	1	Control_060818	2	1	0	cell	DAPI	2	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	11.759	113.777	65.681	8	255	25.619	11.941	25.828	12.026	1337.881	98	261345
				Control_060818	2	1	0	cell	EdU	3	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	11.759	33.282	12.645	8	88	25.691	11.869	25.821	11.927	391.359	32	76449
				Control_060818	2	1	0	nuclei	DAPI	4	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	1.392	233.261	33.767	85	255	26.611	11.868	26.6	11.881	324.799	255	63447
				Control_060818	2	1	0	nuclei	EdU	5	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	1.392	41.632	12.14	9	83	26.825	11.653	26.8	11.679	57.97	42	11324
				Control_060818	2	1	0	cytoplasm	DAPI	6	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	0.195	97.342	24.932	58	170	26.381	13.156	26.373	13.146	18.936	98	3699
				Control_060818	2	1	0	cytoplasm	EdU	7	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	0.195	42.079	11.806	23	71	26.452	12.941	26.456	12.938	8.186	42	1599
145	T	D	1	Control_060818	2	1	0	cell	DAPI	8	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	9.849	110.101	69.717	8	255	26.717	8.021	26.609	8.091	1084.424	98	211834
				Control_060818	2	1	0	cell	EdU	9	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	9.849	29.786	12.531	8	87	26.86	7.949	26.86	7.984	293.377	29	57309
				Control_060818	2	1	0	nuclei	DAPI	10	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	1.223	231.808	32.347	104	255	26.079	7.942	26.082	7.923	283.615	250	55402
				Control_060818	2	1	0	nuclei	EdU	11	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	1.223	39.628	12.277	15	87	26.151	7.728	26.174	7.745	48.484	38	9471
				Control_060818	2	1	0	cytoplasm	DAPI	12	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	0.082	98	26.947	54	165	27.153	7.28	27.142	7.291	8.027	102	1568
				Control_060818	2	1	0	cytoplasm	EdU	13	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	0.082	35.5	12.307	14	60	27.224	7.137	27.213	7.137	2.908	35	568
146	S	M	1	Control_060818	2	1	0	cell	DAPI	14	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	10.372	139.325	69.342	8	255	16.118	7.423	16.089	7.552	1445.016	125	282273
				Control_060818	2	1	0	cell	EdU	15	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	10.372	32.658	11.584	9	88	16.404	7.28	16.384	7.242	338.713	32	66165
				Control_060818	2	1	0	nuclei	DAPI	16	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	1.981	242.173	28.06	67	255	15.622	8.098	15.64	8.084	479.778	255	93721
				Control_060818	2	1	0	nuclei	EdU	17	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	1.981	37.677	11.322	14	88	15.694	7.883	15.706	7.857	74.643	37	14581
				Control_060818	2	1	0	cytoplasm	DAPI	18	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	0.246	112.792	32.497	59	186	15.838	6.305	15.853	6.316	27.715	110	5414
				Control_060818	2	1	0	cytoplasm	EdU	19	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	0.246	33.062	11.131	19	69	15.909	6.091	15.928	6.108	8.124	32	1587
147	G1	M	1	Control_060818	2	1	0	cell	DAPI	20	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	8.16	112.199	70.033	8	255	7.341	4.342	7.339	4.373	915.546	94	178845
				Control_060818	2	1	0	cell	EdU	21	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:2	8.16	31.057	13.289	9	93	7.413	4.271	7.46	4.256	253.427	30	49505
				Control_060818	2	1	0	nuclei	DAPI	22	MAX_Control no EdU.lif - Series001_w_nums_fluor.jpg:1	1.044	240.176	24.055	145	255	7.606	4.676	7.603	4.684	250.821	255	48996
