CellNum	Stage	Mother/daughter	mtDNA rep observed	LifFile	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Min	Max	X	Y	XM	YM	IntDen	Median	RawIntDen
				Slide2_020818_434	1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series049.tif:2	6.857	44.038	17.606	9	119	15.513	20.454	15.512	20.466	301.977	42	233492
				Slide2_020818_435	1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series049.tif:1	1.147	193.274	56.858	31	255	15.207	21.003	15.183	21.023	221.717	205	171434
				Slide2_020818_436	1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series049.tif:2	1.147	54.223	16.281	16	107	15.207	21.003	15.222	20.976	62.203	53	48096
				Slide2_020818_437	1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series049.tif:1	0.169	31.16	16.628	8	96	16.427	21.279	16.424	21.278	5.279	27	4082
				Slide2_020818_438	1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series049.tif:2	0.169	39.802	14.417	12	96	16.427	21.279	16.423	21.268	6.743	37	5214
55	eG1	M		Slide2_020818_439	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series049.tif:1	13.752	47.04	45.584	8	255	6.063	13.171	5.786	13.094	646.886	33	500180
				Slide2_020818_440	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series049.tif:2	13.752	54.817	20.68	9	160	6.063	13.171	6.044	13.174	753.825	53	582867
				Slide2_020818_441	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series049.tif:1	1.082	168.441	49.559	31	255	4.953	12.39	4.956	12.38	182.337	170	140985
				Slide2_020818_442	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series049.tif:2	1.082	77.992	20.577	28	147	4.953	12.39	4.977	12.383	84.426	76	65279
				Slide2_020818_443	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series049.tif:1	0.338	30.678	15.407	8	72	6.698	12.156	6.676	12.156	10.355	28	8007
				Slide2_020818_444	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series049.tif:2	0.338	62.92	16.856	29	114	6.698	12.156	6.687	12.154	21.239	62	16422
55	eG1	D		Slide2_020818_445	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series049.tif:1	8.735	56.2	55.845	8	255	5.063	8.696	5.191	8.719	490.909	36	379577
				Slide2_020818_446	1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series049.tif:2	8.735	47.903	21.287	9	136	5.063	8.696	5.091	8.636	418.428	46	323534
				Slide2_020818_447	1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series049.tif:1	1.233	165.842	55.174	30	255	5.299	8.738	5.288	8.714	204.403	169	158047
				Slide2_020818_448	1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series049.tif:2	1.233	67.359	18.45	25	136	5.299	8.738	5.301	8.721	83.021	65	64193
				Slide2_020818_449	1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series049.tif:1	0.166	31.75	15.97	8	82	4.435	9.425	4.43	9.417	5.256	29	4064
				Slide2_020818_450	1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series049.tif:2	0.166	50.734	14.59	26	107	4.435	9.425	4.436	9.426	8.399	50	6494
56	G1	M		Slide2_020818_451	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series049.tif:1	9.01	60.663	61.298	8	255	17.167	16.906	17.181	16.83	546.598	38	422636
				Slide2_020818_452	1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series049.tif:2	9.01	44.183	19.624	9	138	17.167	16.906	17.121	16.84	398.105	42	307820
				Slide2_020818_453	1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series049.tif:1	1.174	190.307	51.572	47	255	17.481	16.568	17.475	16.6	223.482	198	172799
				Slide2_020818_454	1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series049.tif:2	1.174	63.217	18.471	15	138	17.481	16.568	17.485	16.556	74.237	62	57401
				Slide2_020818_455	1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series049.tif:1	0.257	36.789	17.56	8	109	17.739	17.682	17.729	17.66	9.468	34	7321
				Slide2_020818_456	1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series049.tif:2	0.257	45.327	14.6	12	90	17.811	17.574	17.8	17.564	11.666	45	9020
57	G1	M		Slide2_020818_457	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series049.tif:1	13.33	51.898	41.063	8	255	21.764	15.815	21.694	16.045	691.803	40	534911
				Slide2_020818_458	1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series049.tif:2	13.33	48.545	19.479	9	145	21.764	15.815	21.764	15.853	647.112	47	500355
				Slide2_020818_459	1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series049.tif:1	1.289	120.913	44.725	24	255	21.353	16.262	21.379	16.295	155.908	119	120550
				Slide2_020818_460	1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series049.tif:2	1.289	68.282	18.014	19	133	21.353	16.262	21.345	16.282	88.044	67	68077
				Slide2_020818_461	1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series049.tif:1	0.282	69.55	26.485	18	188	22.804	16.478	22.793	16.476	19.609	66	15162
				Slide2_020818_462	1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series049.tif:2	0.282	59.917	14.395	25	103	22.804	16.478	22.798	16.474	16.893	58	13062
58	G1	M		Slide2_020818_463	1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series049.tif:1	18.122	57.713	48.141	8	255	24.65	19.315	24.444	19.166	1045.858	40	808670
				Slide2_020818_464	1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series049.tif:2	18.122	50.847	18.501	9	158	24.65	19.315	24.638	19.231	921.447	49	712474
				Slide2_020818_465	1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series049.tif:1	2.01	136.64	45.543	27	255	23.87	18.541	23.884	18.529	274.619	136	212339
				Slide2_020818_466	1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series049.tif:2	2.01	67.581	16.928	25	132	23.87	18.541	23.892	18.534	135.824	67	105021
				Slide2_020818_467	1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series049.tif:1	0.102	36.291	15.018	13	80	25.79	18.646	25.788	18.649	3.708	36	2867
				Slide2_020818_468	1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series049.tif:2	0.102	57.139	17.279	27	130	25.79	18.646	25.785	18.65	5.838	55	4514
59	G1	M		Slide2_020818_469	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series049.tif:1	12.011	60.983	54.267	8	255	29.099	18.031	28.735	18.23	732.465	43	566351
				Slide2_020818_470	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series049.tif:2	12.011	49.696	20.861	9	172	29.099	18.031	29.005	18.073	596.89	49	461523
				Slide2_020818_471	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series049.tif:1	1.433	156.883	52.132	29	255	27.924	18.198	27.918	18.215	224.81	156	173826
				Slide2_020818_472	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series049.tif:2	1.433	61.05	17.92	20	125	27.924	18.198	27.959	18.173	87.483	59	67643
				Slide2_020818_473	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series049.tif:1	0.233	36.5	16.612	8	92	29.553	17.319	29.551	17.323	8.497	34	6570
				Slide2_020818_474	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series049.tif:2	0.233	49.961	13.198	21	92	29.553	17.319	29.55	17.316	11.631	49	8993
60	G1	M	1	Slide2_020818_475	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	11.53	66.705	59.782	8	255	12.724	16.67	12.876	16.966	769.097	48	1057201
				Slide2_020818_476	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	11.53	40.872	18.673	9	127	12.724	16.67	12.797	16.696	471.254	39	647786
				Slide2_020818_477	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.283	192.36	52.936	44	255	13.491	17.235	13.491	17.24	246.852	200	339323
				Slide2_020818_478	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.283	57.242	16.973	12	127	13.491	17.235	13.468	17.201	73.458	56	100975
				Slide2_020818_479	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.095	52.718	19.95	11	104	13.314	16.098	13.316	16.101	5.024	50	6906
				Slide2_020818_480	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.095	52.527	15.82	28	102	13.314	16.098	13.316	16.103	5.006	50	6881
61	M	M	0	Slide2_020818_481	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	9.814	82.367	74.488	8	255	20.173	12.275	19.824	12.291	808.39	53	1111213
				Slide2_020818_482	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	9.814	32.136	13.337	9	111	20.173	12.275	20.088	12.24	315.394	30	433541
				Slide2_020818_483	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.523	224.86	41.434	51	255	19.568	12.148	19.561	12.172	342.377	250	470631
				Slide2_020818_484	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.523	43.89	12.628	14	111	19.568	12.148	19.591	12.145	66.827	42	91861
				Slide2_020818_485	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.105	51.572	20.32	15	134	20.74	11.616	20.738	11.616	5.44	50	7478
				Slide2_020818_486	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.105	36.434	9.877	13	71	20.74	11.616	20.738	11.618	3.843	35	5283
62	G1	M	1	Slide2_020818_487	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	8.694	71.337	65.347	8	255	15.937	5.008	15.87	5.449	620.219	47	852553
				Slide2_020818_488	1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	8.694	39.521	16.548	9	129	15.937	5.008	15.933	5.066	343.599	37	472311
				Slide2_020818_489	1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.03	210.186	45.973	62	255	15.83	6.052	15.831	6.037	216.516	224	297623
				Slide2_020818_490	1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.03	47.512	16.478	11	113	15.83	6.052	15.84	6.008	48.943	45	67277
				Slide2_020818_491	1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.108	53.149	21.713	16	129	15.011	5.299	15.019	5.302	5.722	51	7866
				Slide2_020818_492	1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.108	43.892	11.995	15	80	15.011	5.299	15.018	5.298	4.726	43	6496
63	G1	M	0	Slide2_020818_493	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	7.962	82.529	64.105	8	255	13.263	7.108	13.099	7.179	657.062	63	903197
				Slide2_020818_494	1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	7.962	45.202	16.968	9	148	13.263	7.108	13.218	7.116	359.876	44	494686
				Slide2_020818_495	1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.225	200.325	51.597	44	255	12.965	7.101	12.979	7.108	245.415	212	337347
				Slide2_020818_496	1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.225	57.78	16.169	20	136	12.965	7.101	12.967	7.108	70.785	56	97301
				Slide2_020818_497	1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.17	60.56	25.348	14	158	14.019	7.341	13.998	7.343	10.309	58	14171
				Slide2_020818_498	1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.17	48.675	12.856	23	95	14.019	7.341	14.013	7.343	8.286	48	11390
64	G1	M	0	Slide2_020818_499	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	12.585	65.249	45.765	8	255	10.973	3.298	10.794	3.497	821.137	55	1128735
				Slide2_020818_500	1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	12.585	44.648	17.686	9	147	10.973	3.298	10.912	3.321	561.882	43	772363
				Slide2_020818_501	1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.138	142.66	45.779	39	255	10.505	3.635	10.511	3.636	162.317	138	223121
				Slide2_020818_502	1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.138	58.221	15.905	16	147	10.505	3.635	10.485	3.627	66.243	57	91057
				Slide2_020818_503	1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.145	53.397	20.948	9	111	12.261	3.839	12.248	3.839	7.73	51	10626
				Slide2_020818_504	1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.145	46.95	13.717	23	95	12.261	3.839	12.258	3.845	6.797	45	9343
65	M	M	1	Slide2_020818_505	1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	11.298	76.681	73.41	8	255	11.774	10.812	11.555	10.767	866.33	49	1190857
				Slide2_020818_506	1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	11.298	39.952	17.5	9	138	11.774	10.812	11.738	10.761	451.368	38	620450
				Slide2_020818_507	1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.618	233.019	35.391	74	255	11.396	10.556	11.4	10.556	377.007	255	518234
				Slide2_020818_508	1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.618	58.867	16.808	16	133	11.396	10.556	11.425	10.54	95.242	57	130920
				Slide2_020818_509	1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.183	49.202	19.976	12	133	12.885	11.12	12.876	11.117	9.02	47	12399
				Slide2_020818_510	1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.183	42.036	12.426	15	91	12.885	11.12	12.879	11.12	7.706	41	10593
66	G1	M	0	Slide2_020818_511	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	10.484	63.424	60.498	8	255	2.845	4.286	2.557	4.517	664.921	44	914000
				Slide2_020818_512	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	10.484	39.924	18.323	9	140	2.845	4.286	2.75	4.335	418.551	38	575340
				Slide2_020818_513	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.28	190.481	56.808	35	255	2.371	4.786	2.369	4.768	243.887	201	335247
				Slide2_020818_514	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.28	57.517	16.498	16	140	2.371	4.786	2.37	4.771	73.643	56	101230
				Slide2_020818_515	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.214	46.228	19.686	8	130	3.475	5.615	3.468	5.614	9.887	44	13591
				Slide2_020818_516	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.214	39.541	12.347	13	80	3.475	5.615	3.474	5.61	8.457	37	11625
67	G1	M	1	Slide2_020818_517	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	8.645	75.69	70.626	8	255	3.349	12.074	3.339	12.037	654.319	50	899427
				Slide2_020818_518	1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	8.645	40.863	18.897	9	137	3.349	12.074	3.373	12.04	353.25	39	485578
				Slide2_020818_519	1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.184	218.664	46.539	59	255	3.435	11.786	3.44	11.781	258.815	243	355767
				Slide2_020818_520	1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.184	61.13	17.639	19	136	3.435	11.786	3.437	11.783	72.354	59	99458
				Slide2_020818_521	1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.314	49.056	19.928	12	120	3.537	13.367	3.532	13.361	15.417	46	21192
				Slide2_020818_522	1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.314	38.549	12.632	10	95	3.537	13.367	3.542	13.356	12.115	37	16653
68	G1	M	1	Slide2_020818_523	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	9.533	72.833	67.802	8	255	5.019	19.89	4.96	20.342	694.313	49	954403
				Slide2_020818_524	1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	9.533	37.818	16.026	9	130	5.019	19.89	5.046	19.977	360.516	36	495566
				Slide2_020818_525	1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.218	205.75	54.915	45	255	4.973	20.958	4.957	20.967	250.564	228	344426
				Slide2_020818_526	1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.218	49.25	15.025	14	104	4.973	20.958	4.986	20.924	59.977	48	82445
				Slide2_020818_527	1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.153	50.474	20.967	9	126	5.657	19.998	5.645	19.999	7.748	47	10650
				Slide2_020818_528	1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.153	49.564	14.132	20	105	5.657	19.998	5.655	20	7.608	49	10458
69	G1	M	1	Slide2_020818_529	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	11.702	65.412	62.39	8	255	1.802	19.064	1.881	19.507	765.421	45	1052148
				Slide2_020818_530	1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	11.702	37.059	17.363	9	127	1.802	19.064	1.893	19.154	433.655	34	596102
				Slide2_020818_531	1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.048	214.012	53.739	29	255	2.062	20.401	2.041	20.379	224.194	243	308177
				Slide2_020818_532	1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.048	48.087	16.932	11	121	2.062	20.401	2.067	20.349	50.375	46	69245
				Slide2_020818_533	1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.215	59.061	23.04	12	143	0.849	19.874	0.858	19.86	12.675	56	17423
				Slide2_020818_534	1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.215	43.431	13.087	21	90	0.849	19.874	0.858	19.874	9.321	42	12812
70	G1	M	0	Slide2_020818_535	1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	13.404	59.543	57	8	255	2.719	24.031	2.767	24.056	798.104	41	1097074
				Slide2_020818_536	1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	13.404	39.414	17.539	9	138	2.719	24.031	2.727	24.001	528.308	37	726212
				Slide2_020818_537	1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.985	213.538	46.727	52	255	3.209	23.754	3.194	23.76	210.338	231	289130
				Slide2_020818_538	1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.985	60.168	15.325	26	138	3.209	23.754	3.202	23.751	59.267	59	81468
				Slide2_020818_539	1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.113	46.665	18.752	10	103	3.857	24.439	3.85	24.434	5.262	42	7233
				Slide2_020818_540	1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.113	46.039	13.114	20	83	3.857	24.439	3.857	24.434	5.191	45	7136
71	G1	M	1	Slide2_020818_541	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	13.528	62.941	56.641	8	255	17.903	8.651	17.828	8.738	851.489	44	1170457
				Slide2_020818_542	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	13.528	39.926	17.751	9	121	17.903	8.651	17.911	8.704	540.126	38	742457
				Slide2_020818_543	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.38	185.963	53.998	51	255	17.895	8.37	17.874	8.393	256.636	195	352772
				Slide2_020818_544	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.38	57.588	15.504	15	120	17.895	8.37	17.891	8.377	79.474	56	109245
				Slide2_020818_545	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.248	41.161	17.619	8	112	19.142	8.466	19.134	8.471	10.211	39	14036
				Slide2_020818_546	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.248	47.903	12.905	21	98	19.142	8.466	19.13	8.466	11.883	46	16335
72	G1	M	0	Slide2_020818_547	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	10.306	50.402	55.875	8	255	15.623	9.149	15.307	9.349	519.453	30	1485052
				Slide2_020818_548	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	10.306	31.397	12.704	9	105	15.623	9.149	15.577	9.168	323.577	30	925067
				Slide2_020818_549	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	1.465	152.705	65.37	14	255	14.803	9.401	14.797	9.367	223.753	151	639682
				Slide2_020818_550	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	1.465	40.731	13.09	10	105	14.803	9.401	14.841	9.378	59.681	39	170621
				Slide2_020818_551	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	0.12	32.157	15.395	8	101	15.599	8.352	15.597	8.362	3.869	30	11062
				Slide2_020818_552	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	0.12	38.215	11.923	14	90	15.599	8.352	15.604	8.356	4.598	37	13146
73	eG1	M	1	Slide2_020818_553	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	10.018	51.159	54.088	8	255	7.72	8.721	7.592	8.646	512.492	30	1465153
				Slide2_020818_554	1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	10.018	37.897	15.282	9	121	7.72	8.721	7.725	8.674	379.637	36	1085337
				Slide2_020818_555	1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	1.239	156.522	53.931	27	255	7.359	8.265	7.343	8.252	193.977	157	554556
				Slide2_020818_556	1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	1.239	47.871	13.885	14	110	7.359	8.265	7.374	8.257	59.326	46	169607
				Slide2_020818_557	1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	0.152	28.814	13.657	8	76	8.541	8.098	8.528	8.105	4.384	26	12534
				Slide2_020818_558	1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	0.152	43.034	12.308	17	94	8.541	8.098	8.538	8.1	6.548	41	18720
73	eG1	D	1	Slide2_020818_559	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	8.317	54.229	56.291	8	255	4.353	7.671	4.426	7.881	451.021	32	1289414
				Slide2_020818_560	1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	8.317	36.294	14.794	9	132	4.353	7.671	4.376	7.658	301.857	35	862973
				Slide2_020818_561	1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	1.107	158.992	56.674	20	255	4.456	8.179	4.481	8.188	176.017	163	503210
				Slide2_020818_562	1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	1.107	46.037	14.242	12	120	4.456	8.179	4.45	8.149	50.967	44	145707
				Slide2_020818_563	1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	0.125	29.025	13.048	8	72	3.444	8.066	3.454	8.066	3.614	27	10333
				Slide2_020818_564	1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	0.125	37.652	12.256	13	86	3.444	8.066	3.451	8.063	4.689	36	13404
74	G1	M	1	Slide2_020818_565	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	11.986	47.983	54.102	8	255	8.661	4.562	8.883	4.674	575.132	28	1644233
				Slide2_020818_566	1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	11.986	38.28	15.871	9	125	8.661	4.562	8.685	4.602	458.83	36	1311739
				Slide2_020818_567	1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	1.242	174.737	49.131	27	255	9.18	4.496	9.156	4.526	216.979	177	620317
				Slide2_020818_568	1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	1.242	55.891	15.646	17	125	9.18	4.496	9.176	4.502	69.402	55	198413
